"Product Code","Amazon ASIN","Name","Sku Id","Selling Price","MRP","Cost Price","Quantity","Packaging Length (in cm)","Packaging Breadth (in cm)","Packaging Height (in cm)","Packaging Weight (in kg)","GST %","Image 1","Image 2","Image 3","Image 4","Image 5","Image 6","Image 7","Image 8","Image 9","Image 10","Video 1","Video 2","Product Type","Size Type","Size","Colour","Description","Return/Exchange Condition","Visibility","Size Chart","Pickup Address Code","HSN Code","Customisation Id","Associated Pixel","attr_Print /Pattern Type","attr_Style","attr_Colour Shade Name","attr_Colour Family","attr_Package Contents","attr_Fabric Type","attr_Pattern","attr_Season","attr_Country_of_Origin","attr_Ideal for","attr_Fabric","attr_Colour Code","attr_Size","attr_Colour","attr_Brand","attr_Material","attr_Ideal For","attr_Key Features","attr_Durability","attr_Country of Origin","attr_Set includes","attr_Packaging","attr_Thread Count (TC)","attr_Usage Instructions","attr_Color","attr_Pattern Type","attr_Package contents","attr_Standard Size","attr_Fabric Feel","attr_Features","attr_Additional Feature","attr_Basic Colour","attr_Product Type","attr_Features 1","attr_Features 2","attr_Theme","attr_Work Type","attr_Quantity","attr_Secondary Color","attr_Finish","attr_Design","attr_Wash Care","attr_Bedsheet Dimensions"
"AH-TLS-BEIGE-LOTUS-EMB-QDB-7PC","","Beige Floral Lotus Embroidery Bedsheet Set - Pack of 7 pieces","AH-TLS-BEIGE-LOTUS-QDB-7PC",2399,3999,1100,13,45,42,9,"3.4",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Beige_Floral_Embroidery_Bedsheet_Set___Pack_of_7_pcs_51A3LG1IE5_2026-05-10_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Beige_Floral_Embroidery_Bedsheet_Set___Pack_of_7_pcs_BHHLE01HVO_2026-05-10_2.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Beige_Floral_Embroidery_Bedsheet_Set___Pack_of_7_pcs_BVQOS564I9_2026-05-10_3.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Beige_Floral_Embroidery_Bedsheet_Set___Pack_of_7_pcs_RFK39Z75C5_2026-05-10_4.png","","","","","","","","","home__home_furnishing__bed_linen","size","90 x 100 Inches","","Transform your bedroom into a luxurious retreat with the Aaram Homes Beige Lotus Embroidery 7-Piece Bedding Set. Designed for modern aesthetic interiors, this elegant bedding set features delicate lotus floral embroidery in rich mocha brown tones on a soft warm beige base, creating a timeless and sophisticated look.
Its minimal yet graceful floral pattern blends perfectly with contemporary, modern, and neutral bedroom decor styles.
Crafted to elevate both comfort and style, this embroidered bedding set is ideal for everyday luxury living, festive bedroom makeovers, guest rooms, and gifting. The coordinated 7-piece set creates a complete designer bedding look while maintaining a clean, elegant aesthetic.

Package Includes:
- 1 Double Bedsheet
- 2 Pillow Covers
- 2 filled Bolster cushions
- 2 filled Cushions

Features:
- Elegant lotus floral embroidery
- Soft warm beige colour palette
- Premium diagonal quilted detailing
- Luxury modern aesthetic design

Perfect for minimal and contemporary bedrooms

Perfect for those who love elegant embroidered bedding, neutral home decor, luxury bedroom styling, and premium aesthetic interiors.","6",true,"","Panipat_132103_0180d","","","",,"Modern Minimal | Elegant Luxury | Contemporary Floral",,,"Package Includes 7 pieces: 1 Double Bedsheet, 2 Pillow Covers, 2 filled Bolster cushions & 2 filled Cushions","Cotton","Floral Embroidered Pattern with Minimal Detailing",,,,,"Warm Beige with Mocha Brown Embroidery",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKY-ROSE-QDH-QDB","","Sky of Roses Floral Quilted Dohar - Pastel Blue & Pink Rose","102QD",1299,2299,640,10,40,35,6,"1.8",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Sky_of_Roses_Floral_Quilted_Dohar___Pastel_Blue___Pink_Rose_R7JZJ76S97_2026-08-29_1.jpeg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Sky_of_Roses_Floral_Quilted_Dohar___Pastel_Blue___Pink_Rose_C4UI397ZEK_2026-08-29_2.jpeg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Sky_of_Roses_Floral_Quilted_Dohar___Pastel_Blue___Pink_Rose_TWRTWXQL9Y_2026-08-29_3.jpeg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Sky_of_Roses_Floral_Quilted_Dohar___Pastel_Blue___Pink_Rose_CFUT9Q1QOR_2026-08-29_4.jpeg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Sky_of_Roses_Floral_Quilted_Dohar___Pastel_Blue___Pink_Rose_8OTSPS7VL5_2026-08-29_5.jpeg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Sky_of_Roses_Floral_Quilted_Dohar___Pastel_Blue___Pink_Rose_0T2280L18R_2026-08-29_6.jpeg","","","","","","","","size","230 x 250 Cm","Sky Blue","A little sky, a garden of roses, and the comfort of coming home.

Let your bedroom bloom with the gentle beauty of Sky & Rose — a quilted dohar inspired by the softness of a clear morning sky and the timeless charm of roses in full bloom.
Set against a soothing sky-blue canvas, delicate roses and scattered floral sprigs unfold in shades of blush pink, coral, soft blue and muted sage green. The hand-painted-inspired florals give the design a relaxed, graceful character, bringing the feeling of a quiet garden indoors.
The thoughtfully quilted surface adds a beautiful layer of texture, making the dohar feel as inviting as it looks. A subtle pastel striped detail along the inner side complements the floral face, creating a lovely contrast when the dohar is folded back or casually draped across the bed.

Imagine a slow morning, sunlight filtering through the window, fresh sheets beneath you and this soft floral layer gathered around the bed. Sky & Rose is made for those little moments when your bedroom feels less like a room and more like your own peaceful retreat.
Whether you're refreshing your everyday bedding, styling a guest room or simply adding a touch of colour to a neutral space, its soft pastel palette and timeless floral character make it wonderfully easy to live with.

Fresh like the sky. Soft like a rose. Made for moments of Aaram.

Why You'll Love It:
- Dreamy sky-blue base creates a calm, refreshing look.
- Rose floral artwork adds a soft and elegant character.
- Quilted texture gives the dohar a cozy, premium appearance.
- Pastel colour palette pairs beautifully with white, beige and wooden interiors.
- Timeless floral styling works across modern, classic and cottage-inspired bedrooms.","2",true,"","Panipat_132103_0180d","","","",,"Romantic • Pastel • Floral • Contemporary",,"Sky Blue with Blush Pink, Coral, Sage Green",,"220gsm super soft cotton blend","Floral Rose & Botanical Print",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"REVOLVER-SILVER-POLY-HD","","Vintage Ornate Revolver Decorative Showpiece – Antique Pistol Table Decor","101HD",1599,2299,420,10,22,10,8,"1.9",18,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Vintage_Ornate_Revolver_Decorative_Showpiece___Antique_Pistol_Table_Decor_03H86G5MR4_2026-08-29_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Vintage_Ornate_Revolver_Decorative_Showpiece___Antique_Pistol_Table_Decor_CQFVIHHAO2_2026-08-29_2.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Vintage_Ornate_Revolver_Decorative_Showpiece___Antique_Pistol_Table_Decor_7JJS5F99OB_2026-08-29_3.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Vintage_Ornate_Revolver_Decorative_Showpiece___Antique_Pistol_Table_Decor_PYDVXYYZ7G_2026-08-29_4.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Vintage_Ornate_Revolver_Decorative_Showpiece___Antique_Pistol_Table_Decor_HT5NSBYVX4_2026-08-29_5.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Vintage_Ornate_Revolver_Decorative_Showpiece___Antique_Pistol_Table_Decor_21ZFBIJGST_2026-08-29_6.png","","","","","","","","variant","FREE SIZE","Antique Silver","A vintage-inspired ornate revolver decorative showpiece featuring intricate engraved detailing, an antique metallic finish, and a rich wooden-toned base. Designed as a distinctive accent piece for consoles, shelves, study tables, office décor, and heritage-inspired interiors.

Add a striking vintage character to your interiors with this ornate revolver decorative showpiece. Inspired by classic antique pistol forms, the piece features detailed engraved patterns, an aged metallic finish, a sculptural wooden-toned handle, and an elegant display base. Ideal for home decor, office decor, study rooms, bookshelves, console tables, living rooms, and vintage-themed interiors. Its handcrafted antique appearance makes it a distinctive decorative accent for collectors and lovers of heritage-inspired decor.


- What is this product?
It is a vintage-style ornate revolver decorative showpiece designed for display in homes, offices, studies, and heritage-inspired interiors.

- What colour is it?
The showpiece has an antique silver metallic body with dark brown and bronze-toned accents.

- What pattern does it have?
It features intricate engraved ornamental and heritage-inspired detailing across the decorative body.

- What style is it?
The design combines vintage, antique, traditional, and heritage decor styles.

- Where can it be displayed?
- It works well on a console table, bookshelf, study table, office desk, mantel, or display cabinet.","2",true,"","Panipat_132103_0180d",39269128,"","",,"Vintage, Antique, Heritage, Traditional",,,,,,,,,,,,,,"Polyresin",,,,,,,,,,"Intricate Engraved | Ornamental Heritage Pattern",,,,,,"Antique Silver",,,,,,,"Dark Brown, Bronze / Brass Accents","Antique / Aged Metallic Finish","Ornate Sculptural Pistol Design",,
"BLUE-PINKROSE-SPRING-KDB","","Spring Hues Blue Floral Bedsheet Set - with Coordinated Pink Pillow Covers","141BS",1249,1999,560,10,38,30,5,"1.2",3,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Spring_Hues_Blue_Floral_Bedsheet_Set___with_Coordinated_Pink_Pillow_Covers_BRGYCXGNGT_2026-08-29_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Spring_Hues_Blue_Floral_Bedsheet_Set___with_Coordinated_Pink_Pillow_Covers_9QQMLO4XVQ_2026-08-29_2.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Spring_Hues_Blue_Floral_Bedsheet_Set___with_Coordinated_Pink_Pillow_Covers_BGW7KTJOVE_2026-08-29_3.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Spring_Hues_Blue_Floral_Bedsheet_Set___with_Coordinated_Pink_Pillow_Covers_8KDVSYJSFB_2026-08-29_4.png","","","","","","","","","","size","108 x 108 inches","Blue, Pink & Green","Bring a fresh and cheerful touch to your bedroom with the Spring Hues Bedsheet Set from Aaram Homes.
Featuring a beautiful blue floral print with delicate pink roses, small flowers and green leafy vines, this bedsheet creates a bright and refreshing bedroom look. The coordinated pink-and-white chevron pillow covers add a stylish contrast, bringing a contemporary touch to the floral design.
The combination of soothing blue, soft pink, fresh green and white makes Spring Hues an easy choice for creating a beautiful, inviting and modern bedroom.

Why You'll Love It:
- Fresh floral design – Beautiful roses, delicate flowers and leafy vines create a cheerful garden-inspired look.
- Bright blue base – The blue background gives your bedroom a fresh and airy appearance.
- Pretty pink contrast – Coordinated pink-and-white chevron pillow covers complement the floral print.
- Easy bedroom refresh – Instantly adds colour and personality to your bedroom.
- Versatile styling – Works beautifully with modern, contemporary and minimalist bedroom interiors.
- Beautiful colour combination – Blue, pink, green and white create a balanced and attractive look.



- What is the Spring Hues bedsheet set?
Spring Hues is a blue floral king size bedsheet set featuring pink roses, green leafy vines and coordinated pink-and-white chevron pillow covers.
- What colour is the Spring Hues bedsheet?
The bedsheet has a blue base with pink floral accents and green foliage, while the pillow covers feature pink and white.
- What pattern does the bedsheet have?
The bedsheet features an all-over floral rose-and-vine pattern. The matching pillow covers have a contrasting pink-and-white chevron pattern.
- What style is the Spring Hues bedsheet?
Spring Hues has a modern floral and contemporary style, making it suitable for modern, minimalist and elegant bedrooms.
- What colours go well with this bedsheet?
The blue, pink and green palette pairs well with white, beige, cream, light grey and natural wood tones.
","2",true,"","Panipat_132103_0180d","","","",,"Modern Floral",,"Blue, Pink & Green","1 king size bedsheet + 2 large pillow covers","200gsm cotton blend","Floral Rose & Vine Print with Chevron Pillow Covers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PINK-AQUA-HB-KDB","","Pastel Pink & Aqua Handblock Print Pure cotton Bedsheet Eet","106BS",1349,2599,620,6,38,30,4,"1.2",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Pastel_Pink___Aqua_Handblock_Print_Pure_cotton_Bedsheet_Eet_26E1RLT0BJ_2026-06-17_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Pastel_Pink___Aqua_Handblock_Print_Pure_cotton_Bedsheet_Eet_2EMY2HPH5L_2026-06-17_2.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Pastel_Pink___Aqua_Handblock_Print_Pure_cotton_Bedsheet_Eet_9P1E05Q0IG_2026-06-17_3.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Pastel_Pink___Aqua_Handblock_Print_Pure_cotton_Bedsheet_Eet_6IQNLOVRLU_2026-06-17_4.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Pastel_Pink___Aqua_Handblock_Print_Pure_cotton_Bedsheet_Eet_J9WND4RDV8_2026-06-17_5.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Pastel_Pink___Aqua_Handblock_Print_Pure_cotton_Bedsheet_Eet_PIWOIFEG2U_2026-06-17_6.png","","","","","","","home__home_furnishing__bed_linen","size","100 x 108 Inches","Pastel Pink & Aqua","Bring the charm of a blooming garden into your bedroom with our Blossom Meadow Pure Cotton Block Print Bedsheet Set.
Inspired by traditional hand block-print motifs and delicate floral meadows, this bedsheet blends soothing pastel pinks, soft greys, and refreshing aqua blues to create a calm and inviting sleep space. Crafted from pure cotton, it feels soft against the skin, stays breathable throughout the night, and becomes even more comfortable with every wash.
The elegant floral pattern paired with the subtle pink border adds a refined touch that complements both modern minimalist and classic interiors. 
Whether you're refreshing your master bedroom or styling a guest room, this bedding set instantly creates a cozy, welcoming atmosphere.

Designed for everyday comfort and timeless beauty, Blossom Meadow is made for slow mornings, peaceful nights, and homes that celebrate comfort.

Key Features
✔️ 100% Pure Cotton Fabric
✔️ Soft, Breathable & Skin-Friendly
✔️ Floral Block Print Design
✔️ Beautiful Coordinated Pillow Covers
✔️ Suitable for All Seasons
✔️ Durable Colorfast Printing
✔️ Easy to Wash & Maintain
✔️ Perfect for Modern and Traditional Bedrooms
✔️ Lightweight, Comfortable & Everyday Use Friendly","2",true,"","Panipat_132103_0180d","","","","Floral Botanical Block Print","Modern Indian | Cottagecore Inspired",,"Pastel Pink, Aqua Blue, Soft Grey & White","1 King Size Bedsheet +  2 Large Pillow Covers","100% Pure Cotton",,,"India",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IK-RYLBLUE-KDB","","Royal Blue Ikat Pure Cotton Bedsheet Set","141BS",1299,2999,630,8,38,30,4,"1.2",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/ctoJgTRN_EAMVCJ9QY8_2026-03-14_3.JPEG","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/ctoJgTRN_212QF4ZVDN_2026-03-14_1.JPEG","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/ctoJgTRN_U8UI2K8ZN1_2026-03-14_2.JPEG","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/ctoJgTRN_F3E7A2DHFE_2026-03-14_4.JPEG","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/ctoJgTRN_KHW9QO8G6F_2026-03-14_5.JPEG","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/ctoJgTRN_DO1RUHW0KA_2026-03-14_6.JPEG","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/ctoJgTRN_RAIE50R7XE_2026-03-14_7.JPEG","","","","","","home__home_improvement__utility","size","100*108 inches","French Blue (Base), Mustard, and Ivory White (Accents)","Elevate your bedroom aesthetic with this ultra-soft, breathable bedsheet set from Aaram Homes. 
Featuring a stunning transitional Ikat-inspired mandala pattern, this set beautifully marries traditional motifs with a fresh, modern design. The soothing blue backdrop, perfectly accented with intricate mustard yellow and ivory detailing, brings a calming yet luxurious vibe to any contemporary bedroom. Crafted for both comfort and durability, this flat sheet drapes beautifully and is perfect for creating a relaxing, inviting sanctuary in your home. 
Set includes one king size bedsheet and two matching pillow covers.","6",true,"","Panipat_132103_0180d","","","",,"Ethnic, Contemporary Boho",,,,,"Ikat-Inspired Geometric Mandala",,,,,,,,"Aaram Homes",,,,"Built with high-quality, durable materials","India","One double bedsheet and 2 large pillow covers","Eco-friendly packaging",,,"French Blue (Base), Mustard, and Ivory White (Accents)",,,,,,,,,,,,,,,,,,
"ROSE-GGNM-FRL-KDB-5PC","","Rosewood Gingham Checks & Frills Bedding Set - with 2 Filled Cushions","ROSE-GGNM-FRL-KDB-5PC",4499,5999,2650,9,61,40,12,"4.5",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/6nYRzR0H7414_KKLRIOEWVP_2026-08-21_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/6nYRzR0H7414_JEKEF0ID32_2026-08-21_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Rosewood_Gingham_Checks___Frills_Bedding_Set___with_2_Filled_Cushions_A3SQ9UPYVM_2026-08-21_2.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Rosewood_Gingham_Checks___Frills_Bedding_Set___with_2_Filled_Cushions_EDUURY4RY1_2026-08-21_3.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Rosewood_Gingham_Checks___Frills_Bedding_Set___with_2_Filled_Cushions_6P1ADPZDZT_2026-08-21_4.png","","","","","","","","","size","250 x 275 cms","Rose Pink","Bring a charming cottage-inspired elegance to your bedroom with our Rosewood Gingham Ruffle Bedding Set
Designed with a timeless gingham check pattern in a soft rose-pink palette, this bedding set adds warmth, comfort, and effortless style to your space.

Crafted to create a cozy and inviting bedroom aesthetic, the set features delicate ruffle detailing that gives it a romantic, feminine touch while maintaining a relaxed, modern appeal. The matching cushion covers complete the look, creating a beautifully layered bed setup that feels luxurious yet homely.
Perfect for those who love soft textures, minimal patterns, and a calm, beautifully styled bedroom.

Reasons You’ll Love It:
- Timeless Gingham Pattern
- Soft & Cozy Feel
- Elegant Ruffle Detailing
- Warm & Romantic Aesthetic

A beautiful blend of comfort, style, and effortless elegance.
","2",true,"","Panipat_132103_0180d","","","","Gingham Checks","Cottagecore | Farmhouse Chic",,"Rose Pink & Ivory","1 Bedcover, 2 pillow covers and 2 filled cushions","Soft-touch cotton feel fabric",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Machine wash on a gentle cycle using mild detergent | Do not bleach | Dry in shade for best results",
"OCEANBLUE-STRIPES-KDB","","Coastal Blue Stripes 300 TC Pure Cotton King Size Bedsheet Set","114BS",2499,3999,1200,3,38,30,5,"1.8",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/M2_7yV2S_45HX0RMJK5_2026-07-17_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/M2_7yV2S_NDJ19LG3X6_2026-07-17_2.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/M2_7yV2S_0KCMYBVJ76_2026-07-17_3.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/M2_7yV2S_L8JO9LD0S8_2026-07-17_4.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/M2_7yV2S_LEN5ID1GWR_2026-07-17_5.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/M2_7yV2S_KC2PTTFW4D_2026-07-17_6.png","","","","","","","","size","108x108 inches","","There’s something comforting about slipping into a bed that feels fresh, soft, and inviting at the end of a long day. 
The Coastal Blue Stripes 300 TC Pure Cotton King Size Bedsheet Set is designed to bring that everyday comfort into your home.

With its calming blend of coastal blue, soft grey, taupe, and white stripes, this bedsheet adds a clean, modern touch to your bedroom without overpowering your decor. 
Made from 100% Pure Cotton with a premium 300 Thread Count, the fabric is naturally breathable, smooth, and gentle on the skin. It feels cool and comfortable through warm nights while offering the soft, luxurious feel you look forward to every evening. Thoughtfully crafted for everyday use, it combines lasting durability with the comfort of premium cotton, so your bed looks as beautiful as it feels.
Simple, elegant, and made for everyday living, the Coastal Blue Stripes Bedsheet Set is an effortless way to refresh your bedroom and create a space you'll love coming home to.

Reasons You'll Love It:
- 100% Pure Cotton Fabric
- 300 Thread Count Premium Weave
- Soft, Breathable & Skin-Friendly
- Fade-Resistant Colours
- Suitable for All Seasons

FAQs
What fabric is this bedsheet made of?
-  This bedsheet is made from premium 300 Thread Count cotton that feels soft, breathable, and comfortable for everyday use.

Is this bedsheet suitable for king size beds? 
- Yes. It is designed to fit standard king-size mattresses comfortably.

Is the fabric suitable for all seasons?
-  Yes. The breathable cotton weave keeps you cool during summer while remaining comfortable throughout the year.

Does the colour fade after washing?
-  The premium cotton fabric is designed to retain its colour and softness with proper care.

What comes inside the package?
-  The set includes one king-size 300 TC cotton bedsheet and two matching pillow covers.","1",true,"","Panipat_132103_0180d","","","",,"Modern Minimalist, Everyday Premium",,"Coastal Blue, Soft Grey, Taupe & White",,"300 TC Pure Cotton","Classic Vertical Stripes",,,,,,,,,,,,,,,,,,,,"1 King Size Pure Cotton Bedsheet (108 × 108 inches), 2 Matching Pillow Covers",,,,,,,,,,,,,,,,
"TLS-BB-BPS-QDB","","Blue Paisley Bedsheet Set with 2 cushions","TLS-BB-BPS-QDB",999,1999,350,10,62,34,6,"1.7",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/m1vtJbTZ_0XSATRL5MH_2026-05-06_2.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/m1vtJbTZ_89IWXXXWCE_2026-05-06_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/m1vtJbTZ_Q15S523WGW_2026-05-06_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/m1vtJbTZ_CFC7AZ55J5_2026-05-06_3.png","","","","","","","","","home__home_improvement__utility","size","90 x 100 Inches","Blue With Golden & White Accents","Give your bedroom a fresh, soothing makeover with this beautiful Blue Paisley Bed Sheet Set. The fabric feels super soft and comfy, and the set comes with a matching bedsheet, pillow covers, and two cute quilted cushions.
The rich blue colour with golden and white paisley details adds just the right touch of elegance- just calm and classy. If you love cozy vibes and pretty designs, this set will instantly make your room feel more warm, stylish, and inviting.

	•	Product Description: A blue paisley bed sheet set made of premium, soft fabric.
	•	Set Contents: Includes a bedsheet, pillow covers, and quilted cushions with fillers.
	•	Design and Aesthetic: Features a rich blue hue with golden and white swirls, creating a sophisticated and calming aesthetic.","6",true,"","Panipat_132103_0180d","","","",,"Traditional/Elegant",,,,,"Paisley and Golden swirl",,,,,,"Bedsheet: 90 x 100 Inches
2 quilted pillow covers 18 x 28 inches
2 cushions with fillers 12 x 12 inches","Blue With Golden & White Accents","Aaram Homes","Cotton blend 180 GSM","Home","Premium Quality","Built with high-quality, durable materials","India","1 Double Bedsheet + 2 Pillow Covers + 2 cushions with fillers","Eco-friendly packaging",,,,,,,,,,,,,,,,,,,,,
"TLS-BOHO-YELLOWWHITE-CC-2PC","","Bohemian Tufted Cotton Cushion Covers (Pack of 2) – 16x16 Inches","102CC",649,1899,280,7,25,15,2,"0.6",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/BcyNN9g5_46J1KV7YF0_2026-04-22_4.png","","","","","","","","","","","","","size","Yellow Zig zag","Yellow Zig zag","Add a bold, artistic touch to your space with our Bohemian Tufted Cushion Covers. 
Crafted from premium bleached cotton, these covers feature rich, textured tufted detailing that instantly draws attention to your decor.
The heavy-quality fabric feels durable yet soft, while the embossed tufted work, that is created using advanced imported machines adds depth and a handcrafted look.
Designed to stand out, these cushion covers bring warmth, character, and a bohemian vibe to your living room or bedroom.

Perfect for layering with solids or mixing with prints, they make styling your home effortless and expressive.

Details:-
Fabric: Heavy Bleached Pure Cotton
Work: Embossed Tufted Detailing
Size: 16 x 16 inches
Quantity: Set of 2 Cushion Covers
Feel: Thick, textured, and premium finish","6",true,"","Panipat_132103_0180d","","","",,"Textured Contemporary",,"Vibrant Multi-Colour Options",,"Heavy Bleached Pure Cotton","Bohemian Tufted  Textured Embossed Pattern",,,,,,,,,,,,,,,,,,,,,"16 x 16 inches",,,,,,,,,"Embossed Tufted Detailing","Pack of 2 Cushion Covers",,,,,
"TLS-BOHO-BLUEWHITE-CC-2PC","","Bohemian Tufted Cotton Cushion Covers (Pack of 2) – 16x16 Inches","103CC",649,1899,280,8,25,15,2,"0.6",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/BcyNN9g5_JIVVU05OSY_2026-04-22_1.png","","","","","","","","","","","","home__home_furnishing__cushions_covers","size","16x16 Inches","Blue","Add a bold, artistic touch to your space with our Bohemian Tufted Cushion Covers. 
Crafted from premium bleached cotton, these covers feature rich, textured tufted detailing that instantly draws attention to your decor.
The heavy-quality fabric feels durable yet soft, while the embossed tufted work, that is created using advanced imported machines adds depth and a handcrafted look.
Designed to stand out, these cushion covers bring warmth, character, and a bohemian vibe to your living room or bedroom.

Perfect for layering with solids or mixing with prints, they make styling your home effortless and expressive.

Details:-
Fabric: Heavy Bleached Pure Cotton
Work: Embossed Tufted Detailing
Size: 16 x 16 inches
Quantity: Set of 2 Cushion Covers
Feel: Thick, textured, and premium finish","6",true,"","Panipat_132103_0180d","","","",,"Textured - Contemporary",,"Vibrant Multi-Colour Options",,"Pure Cotton","Bohemian Tufted  Textured Embossed Pattern",,,,,,,,,,,,,,,,,,,,,"16 x 16 inches",,,,,,,,,"Embossed Tufted Detailing","Pack of 2 Cushion Covers",,,,,
